1	_	_	0-0	em
1	_	_	0-14	il
1	_	_	3-0	m
1	_	_	7-5	comunque
1	_	_	7-6	incentivare
1	_	_	7-7	il
1	_	_	7-8	turismo
1	_	_	7-9	{ride}
1	_	_	7-10	però
1	_	_	9-3	il
1	_	_	12-13	a
1	_	_	14-1	{P}
1	_	_	16-0	e
1	_	_	16-1	sì
1	_	_	16-2	sì
1	_	_	16-3	sì
1	_	_	19-13	di
1	_	_	19-14	piacere
1	_	_	20-0	ah
1	_	_	20-1	ok
1	_	_	20-2	m
1	_	_	23-8	{P}
1	_	_	24-3	so
1	_	_	28-8	international
1	_	_	30-0	m
1	_	_	34-1	m
1	_	_	35-8	per
1	_	_	36-0	che
1	_	_	36-1	bello
1	_	_	41-10	{P}
1	_	_	43-17	saltare
1	_	_	45-12	non
1	_	_	45-13	ho-
1	_	_	50-6	{P}
1	_	_	51-8	internazionale
1	_	_	55-57	poi
1	_	_	55-58	l'
1	_	_	55-59	anno
1	_	_	55-60	dopo
1	_	_	55-61	ne
1	_	_	55-62	ho
1	_	_	55-63	fatto
1	_	_	55-64	uno
1	_	_	56-0	m
1	_	_	56-1	m
1	_	_	58-0	m
1	_	_	58-1	m
1	_	_	61-0	m
1	_	_	65-20	succedere
1	_	_	65-21	è
1	_	_	65-22	secondo
1	_	_	65-23	me
1	_	_	65-30	il
1	_	_	65-64	che
1	_	_	67-26	o
1	_	_	68-26	perché
1	_	_	68-27	a
1	_	_	68-28	volte
1	_	_	68-29	dici
1	_	_	68-30	il
1	_	_	68-31	lavoro
1	_	_	68-32	della
1	_	_	68-33	vita
1	_	_	68-34	che
1	_	_	68-35	hai
1	_	_	69-0	l'
1	_	_	72-13	in
1	_	_	72-14	pratica
1	_	_	72-21	volevo
1	_	_	74-14	è
1	_	_	74-15	quelli
1	_	_	74-16	che
1	_	_	74-17	lavoro
1	_	_	75-0	comunque
1	_	_	75-24	mi
1	_	_	75-25	barro
1	_	_	76-0	rimango
1	_	_	76-1	eh
1	_	_	78-0	sì
1	_	_	78-1	sì
1	_	_	78-2	sì
1	_	_	82-21	{ride}
1	_	_	83-0	m
1	_	_	83-1	m
1	_	_	84-0	m
1	_	_	86-10	parlargli
1	_	_	86-79	yes
1	_	_	86-80	ma
1	_	_	86-81	yes
1	_	_	88-0	m
1	_	_	88-1	m
1	_	_	89-0	non
1	_	_	89-1	usi
1	_	_	89-2	l'
1	_	_	89-3	accento
1	_	_	90-1	è
1	_	_	90-2	vero
1	_	_	91-0	{ride}
1	_	_	92-8	bene
1	_	_	92-21	a
1	_	_	92-46	non
1	_	_	92-47	sono
1	_	_	92-48	non
1	_	_	93-0	non
1	_	_	93-1	sono
1	_	_	93-2	no
1	_	_	95-53	un
1	_	_	95-54	po'
1	_	_	97-0	è
1	_	_	97-1	vero
1	_	_	97-2	è
1	_	_	97-3	vero
1	_	_	97-4	non
1	_	_	97-5	è
1	_	_	97-6	più
1	_	_	97-7	così
1	_	_	97-8	automatico
1	_	_	104-8	a
1	_	_	104-9	me
1	_	_	107-15	ore
