1	_	_	5-7	piuttosto
1	_	_	5-8	che
1	_	_	5-9	ci
1	_	_	5-10	sono
1	_	_	5-11	un
1	_	_	5-12	sacco
1	_	_	5-13	di
1	_	_	5-14	gente
1	_	_	9-8	{P}
1	_	_	12-7	{inspira}
1	_	_	17-3	{P}
1	_	_	17-10	{P}
1	_	_	18-7	{P}
1	_	_	20-18	è
1	_	_	20-19	troppo
1	_	_	25-4	{P}
1	_	_	29-0	facciamo
1	_	_	29-1	trecentocinquanta
1	_	_	32-2	{P}
1	_	_	35-3	eh
1	_	_	42-5	{P}
1	_	_	44-0	mhmh
1	_	_	46-2	{P}
1	_	_	52-0	mhmh
1	_	_	54-0	sì
1	_	_	54-1	sì
1	_	_	58-0	mhmh
1	_	_	61-8	{P}
1	_	_	68-0	okay
1	_	_	72-1	{P}
1	_	_	77-1	{P}
1	_	_	77-3	no
1	_	_	77-4	no
1	_	_	77-10	sì
1	_	_	80-9	ce-
1	_	_	82-8	{P}
1	_	_	82-15	{P}
1	_	_	83-0	sì
1	_	_	85-0	sì
1	_	_	86-13	quale
1	_	_	86-14	li-
1	_	_	87-0	eh
1	_	_	87-8	però
1	_	_	87-9	tutti
1	_	_	87-10	quanti
1	_	_	87-11	lo
1	_	_	87-12	sanno
1	_	_	91-0	x
1	_	_	91-1	{ride}
1	_	_	95-5	è
1	_	_	102-4	l'
1	_	_	104-6	di
1	_	_	104-11	c'
1	_	_	104-23	c'
